word1,word2,word3,word4,label,meta_category,original_category
poke,prod,stick,tease,0,Noun/Concept Synonyms,Random Distractor
concert,movie,play,game,1,Noun/Concept Synonyms,ticketed events
candy,concert,movie,play,0,Noun/Concept Synonyms,Hard Distractor
guitar,movie,play,concert,0,Noun/Concept Synonyms,Random Distractor
floor,level,deck,story,1,Noun/Concept Synonyms,tier
story,jab,level,floor,0,Noun/Concept Synonyms,Hard Distractor
story,gm,level,floor,0,Noun/Concept Synonyms,Random Distractor
slope,cant,list,lean,1,Noun/Concept Synonyms,tilt to one side
list,cant,lean,sorts,0,Noun/Concept Synonyms,Hard Distractor
cant,slope,comma,lean,0,Noun/Concept Synonyms,Random Distractor
soon,then,later,now,1,Noun/Concept Synonyms,time adverbs
then,elite,soon,now,0,Noun/Concept Synonyms,Hard Distractor
smell,soon,then,later,0,Noun/Concept Synonyms,Random Distractor
leave,vacation,holiday,rest,1,Noun/Concept Synonyms,time off
leave,flush,rest,holiday,0,Noun/Concept Synonyms,Hard Distractor
vacation,leave,rest,grab,0,Noun/Concept Synonyms,Random Distractor
break,recess,leave,break,1,Noun/Concept Synonyms,time off
tongue,recess,leave,break,0,Noun/Concept Synonyms,Hard Distractor
leave,break,break,simply,0,Noun/Concept Synonyms,Random Distractor
decade,millennium,year,century,1,Noun/Concept Synonyms,time periods
sweat,millennium,decade,century,0,Noun/Concept Synonyms,Hard Distractor
century,year,decade,microphone,0,Noun/Concept Synonyms,Random Distractor
clock,sundial,watch,hourglass,1,Action/Verb Synonyms,timekeeping devices
hook,watch,hourglass,sundial,0,Action/Verb Synonyms,Hard Distractor
clock,watch,weave,hourglass,0,Action/Verb Synonyms,Random Distractor
tone,shade,color,hue,1,Noun/Concept Synonyms,tint
color,hue,tear,tone,0,Noun/Concept Synonyms,Hard Distractor
color,hue,draconian,tone,0,Noun/Concept Synonyms,Random Distractor
tone,hue,shade,tinge,1,Noun/Concept Synonyms,tint
hue,tinge,shade,lead,0,Noun/Concept Synonyms,Hard Distractor
bucket,shade,tone,tinge,0,Noun/Concept Synonyms,Random Distractor
small,minute,slight,wee,1,Descriptor/Adjective Synonyms,tiny
wee,minute,mark,small,0,Descriptor/Adjective Synonyms,Hard Distractor
small,slight,wee,trombone,0,Descriptor/Adjective Synonyms,Random Distractor
mite,tad,little,bit,1,Descriptor/Adjective Synonyms,"tiny amount, with “a”"
bit,tad,shelter,little,0,Descriptor/Adjective Synonyms,Hard Distractor
tad,kiss,little,bit,0,Descriptor/Adjective Synonyms,Random Distractor
hydrate,breathe,stretch,rest,1,Idioms & Slang,tips for working out safely
rest,cats,hydrate,stretch,0,Idioms & Slang,Hard Distractor
volunteer,rest,breathe,hydrate,0,Idioms & Slang,Random Distractor
pee-wee,indiana,ferris,heather,1,Trivia/Pop Culture,title characters in '80s movies
indiana,warner,ferris,heather,0,Trivia/Pop Culture,Hard Distractor
indiana,heather,pee-wee,grandfather,0,Trivia/Pop Culture,Random Distractor
hedgehog,plumber,princess,gorilla,1,Trivia/Pop Culture,title figures in classic video games
marionette,plumber,hedgehog,gorilla,0,Trivia/Pop Culture,Hard Distractor
princess,hedgehog,plumber,past tense,0,Trivia/Pop Culture,Random Distractor
willy,babe,beethoven,charlotte,1,Members of a Set/Entities,title movie animals
beethoven,charlotte,babe,table,0,Members of a Set/Entities,Hard Distractor
babe,charlotte,beethoven,strings,0,Members of a Set/Entities,Random Distractor
quinn,house,howser,grey,1,Trivia/Pop Culture,title tv doctors
howser,quinn,insecure,house,0,Trivia/Pop Culture,Hard Distractor
howser,saloon,quinn,grey,0,Trivia/Pop Culture,Random Distractor
babe,bolt,dumbo,ted,1,Members of a Set/Entities,titular animals of film
bolt,cube,dumbo,ted,0,Members of a Set/Entities,Hard Distractor
compare,dumbo,babe,bolt,0,Members of a Set/Entities,Random Distractor
monk,tracy,magnum,shaft,1,Noun/Concept Synonyms,titular fictional detectives
geometry,shaft,monk,magnum,0,Noun/Concept Synonyms,Hard Distractor
shaft,dialect,tracy,magnum,0,Noun/Concept Synonyms,Random Distractor
tollbooth,towboat,tomboy,toolbox,1,Noun/Concept Synonyms,to-bo- compound words
tollbooth,towboat,toolbox,wacky,0,Noun/Concept Synonyms,Hard Distractor
toolbox,tomboy,towboat,catfish,0,Noun/Concept Synonyms,Random Distractor
stomach,swallow,stand,bear,1,Noun/Concept Synonyms,tolerate
bear,swallow,sterling,stomach,0,Noun/Concept Synonyms,Hard Distractor
vague,bear,swallow,stomach,0,Noun/Concept Synonyms,Random Distractor
bear,stomach,swallow,bear,1,Noun/Concept Synonyms,tolerate
bear,stomach,bear,web,0,Noun/Concept Synonyms,Hard Distractor
stomach,nickname,swallow,bear,0,Noun/Concept Synonyms,Random Distractor
stand,take,take,stand,1,Noun/Concept Synonyms,tolerate
stand,take,stand,pin,0,Noun/Concept Synonyms,Hard Distractor
take,take,getaway,stand,0,Noun/Concept Synonyms,Random Distractor
sully,big,splash,philadelphia,1,Trivia/Pop Culture,tom hanks movies
splash,big,sully,lost boys,0,Trivia/Pop Culture,Hard Distractor
keto,philadelphia,sully,splash,0,Trivia/Pop Culture,Random Distractor
waits,petty,cruise,holland,1,Noun/Concept Synonyms,toms
petty,engineer,cruise,holland,0,Noun/Concept Synonyms,Hard Distractor
petty,cruise,waits,jumbo,0,Noun/Concept Synonyms,Random Distractor
annie,company,cats,cabaret,1,Idioms & Slang,tony winners for best musical
fire,cats,company,annie,0,Idioms & Slang,Hard Distractor
company,cabaret,hermes,annie,0,Idioms & Slang,Random Distractor
hawk,stark,montana,soprano,1,Fill-in-the-Blank,tony ___
soprano,montana,hawk,pod,0,Fill-in-the-Blank,Hard Distractor
soprano,montana,inspire,stark,0,Fill-in-the-Blank,Random Distractor
file,saw,level,hammer,1,Members of a Set/Entities,tools
level,amethyst,hammer,saw,0,Members of a Set/Entities,Hard Distractor
level,saw,dart,hammer,0,Members of a Set/Entities,Random Distractor
banana,dog,hat,secret,1,Fill-in-the-Blank,top ___
hat,dirt,dog,secret,0,Fill-in-the-Blank,Hard Distractor
secret,hat,nacho,dog,0,Fill-in-the-Blank,Random Distractor
issue,subject,matter,point,1,Descriptor/Adjective Synonyms,topic of discussion
matter,fine,issue,subject,0,Descriptor/Adjective Synonyms,Hard Distractor
matter,subject,issue,baker,0,Descriptor/Adjective Synonyms,Random Distractor
fall,tumble,spill,wipeout,1,Noun/Concept Synonyms,topple
tumble,spill,wipeout,ate,0,Noun/Concept Synonyms,Hard Distractor
spill,surge,wipeout,fall,0,Noun/Concept Synonyms,Random Distractor
cami,tank,tee,halter,1,Noun/Concept Synonyms,tops
banana,tee,tank,halter,0,Noun/Concept Synonyms,Hard Distractor
tank,halter,spotty,tee,0,Noun/Concept Synonyms,Random Distractor
bagel,lifesaver,donut,cheerio,1,Noun/Concept Synonyms,torus-shaped food
cheerio,donut,bagel,crab,0,Noun/Concept Synonyms,Hard Distractor
lock,bagel,donut,lifesaver,0,Noun/Concept Synonyms,Random Distractor
tire,wreath,lifesaver,bagel,1,Members of a Set/Entities,torus-shaped things
tire,fang,wreath,bagel,0,Members of a Set/Entities,Hard Distractor
wreath,bagel,forecast,lifesaver,0,Members of a Set/Entities,Random Distractor
graze,brush,skim,kiss,1,Descriptor/Adjective Synonyms,touch lightly
mass,graze,kiss,skim,0,Descriptor/Adjective Synonyms,Hard Distractor
graze,skim,piece,brush,0,Descriptor/Adjective Synonyms,Random Distractor
swipe,tap,scroll,pinch,1,Noun/Concept Synonyms,touchscreen gestures
pinch,swipe,boy,scroll,0,Noun/Concept Synonyms,Hard Distractor
swipe,funk,tap,scroll,0,Noun/Concept Synonyms,Random Distractor
tap,pinch,swipe,spread,1,Noun/Concept Synonyms,touchscreen gestures
tap,swipe,standing,spread,0,Noun/Concept Synonyms,Hard Distractor
pinch,swipe,russian,spread,0,Noun/Concept Synonyms,Random Distractor
semi,quarter,qualifier,final,1,Noun/Concept Synonyms,tournament rounds
final,collectible,qualifier,semi,0,Noun/Concept Synonyms,Hard Distractor
final,semi,ragtag,quarter,0,Noun/Concept Synonyms,Random Distractor
hammer,hurdle,pole,pole,1,Members of a Set/Entities,track and field equipment
hurdle,pole,pole,nose,0,Members of a Set/Entities,Hard Distractor
hurdle,spoken,pole,pole,0,Members of a Set/Entities,Random Distractor
javelin,hurdle,hammer,baton,1,Members of a Set/Entities,track and field equipment
egg,javelin,hurdle,baton,0,Members of a Set/Entities,Hard Distractor
baton,javelin,mend,hammer,0,Members of a Set/Entities,Random Distractor
trait,hallmark,stamp,feature,1,Noun/Concept Synonyms,trademark
astro,hallmark,trait,feature,0,Noun/Concept Synonyms,Hard Distractor
feature,stamp,lead,trait,0,Noun/Concept Synonyms,Random Distractor
egg,bill,venom,fur,1,Noun/Concept Synonyms,trademarks of a platypus
bill,fur,venom,swiss,0,Noun/Concept Synonyms,Hard Distractor
fur,bill,cargo,venom,0,Noun/Concept Synonyms,Random Distractor
zoom,photoshop,google,uber,1,Idioms & Slang,trademarks that have become verbs
photoshop,joint,uber,google,0,Idioms & Slang,Hard Distractor
zoom,google,einstein,photoshop,0,Idioms & Slang,Random Distractor
yield,detour,slow,stop,1,Members of a Set/Entities,traffic signs
spike,slow,detour,yield,0,Members of a Set/Entities,Hard Distractor
slow,detour,stop,hipster,0,Members of a Set/Entities,Random Distractor
receipt,statement,bill,invoice,1,Noun/Concept Synonyms,transaction record
receipt,statement,bill,nutmeg,0,Noun/Concept Synonyms,Hard Distractor
statement,invoice,bill,join,0,Noun/Concept Synonyms,Random Distractor
hand,send,pass,give,1,Noun/Concept Synonyms,transfer
send,hand,blather,pass,0,Noun/Concept Synonyms,Hard Distractor
pass,give,straight,hand,0,Noun/Concept Synonyms,Random Distractor
pass,give,deliver,hand,1,Noun/Concept Synonyms,transfer
hand,give,deliver,culotte,0,Noun/Concept Synonyms,Hard Distractor
deliver,jackson,pass,hand,0,Noun/Concept Synonyms,Random Distractor
march,tramp,trek,hike,1,Noun/Concept Synonyms,travel on foot
flier,trek,march,hike,0,Noun/Concept Synonyms,Hard Distractor
hike,folding,march,trek,0,Noun/Concept Synonyms,Random Distractor
pamper,baby,spoil,mother,1,Descriptor/Adjective Synonyms,treat with excessive care
spoil,ruffle,mother,baby,0,Descriptor/Adjective Synonyms,Hard Distractor
pamper,baby,tantrum,mother,0,Descriptor/Adjective Synonyms,Random Distractor
bark,root,branch,trunk,1,Noun/Concept Synonyms,tree features
bop,root,trunk,branch,0,Noun/Concept Synonyms,Hard Distractor
bacteria,bark,root,branch,0,Noun/Concept Synonyms,Random Distractor
rings,bark,crown,roots,1,Noun/Concept Synonyms,tree features
rings,chill,crown,bark,0,Noun/Concept Synonyms,Hard Distractor
roots,bamboo,crown,rings,0,Noun/Concept Synonyms,Random Distractor
you,beach,pair,fur,1,Word Structure/Play,tree homophones
you,sharon,pair,beach,0,Word Structure/Play,Hard Distractor
beach,feathers,you,pair,0,Word Structure/Play,Random Distractor
walnut,almond,cashew,pecan,1,Noun/Concept Synonyms,tree nuts
walnut,pecan,yen,cashew,0,Noun/Concept Synonyms,Hard Distractor
prattler,walnut,almond,pecan,0,Noun/Concept Synonyms,Random Distractor
cedar,ash,poplar,oak,1,Noun/Concept Synonyms,trees
oak,poplar,ash,energy,0,Noun/Concept Synonyms,Hard Distractor
ash,poplar,oak,eager,0,Noun/Concept Synonyms,Random Distractor
ebony,ash,gum,cherry,1,Noun/Concept Synonyms,trees
ebony,ash,short,gum,0,Noun/Concept Synonyms,Hard Distractor
cherry,glide,gum,ash,0,Noun/Concept Synonyms,Random Distractor
beech,pine,palm,elder,1,Noun/Concept Synonyms,trees
palm,pine,pointer,elder,0,Noun/Concept Synonyms,Hard Distractor
elder,pine,palm,kobe,0,Noun/Concept Synonyms,Random Distractor
pine,spruce,cedar,yew,1,Noun/Concept Synonyms,trees
spruce,syrup,cedar,pine,0,Noun/Concept Synonyms,Hard Distractor
pine,spruce,yew,chicken,0,Noun/Concept Synonyms,Random Distractor
tough,complex,delicate,sticky,1,Descriptor/Adjective Synonyms,tricky
tough,delicate,sticky,sketch,0,Descriptor/Adjective Synonyms,Hard Distractor
complex,bicycle,delicate,tough,0,Descriptor/Adjective Synonyms,Random Distractor
tan,cot,sin,sec,1,Noun/Concept Synonyms,trig functions
sin,cot,tan,sleepy,0,Noun/Concept Synonyms,Hard Distractor
ripped,tan,sin,sec,0,Noun/Concept Synonyms,Random Distractor
hat trick,threepeat,trifecta,triple crown,1,Members of a Set/Entities,trio of sports achievements
breaking,triple crown,threepeat,hat trick,0,Members of a Set/Entities,Hard Distractor
triple crown,hat trick,chicken little,trifecta,0,Members of a Set/Entities,Random Distractor
coconut,mango,pineapple,banana,1,Noun/Concept Synonyms,tropical fruits
bud,banana,mango,coconut,0,Noun/Concept Synonyms,Hard Distractor
puffin,pineapple,coconut,banana,0,Noun/Concept Synonyms,Random Distractor
chayote,durian,bitter melon,soursop,1,Noun/Concept Synonyms,tropical fruits/vegetables
skip,bitter melon,durian,chayote,0,Noun/Concept Synonyms,Hard Distractor
sitting,soursop,bitter melon,chayote,0,Noun/Concept Synonyms,Random Distractor
shellac,rout,crush,cream,1,Noun/Concept Synonyms,trounce
cream,crush,rout,loot,0,Noun/Concept Synonyms,Hard Distractor
rout,cream,crush,fencing,0,Noun/Concept Synonyms,Random Distractor
accept,believe,swallow,buy,1,Noun/Concept Synonyms,trust as real
fit,believe,swallow,buy,0,Noun/Concept Synonyms,Hard Distractor
groan,believe,swallow,accept,0,Noun/Concept Synonyms,Random Distractor
withdraw,retreat,leave,flee,1,Noun/Concept Synonyms,turn tail
flee,palm,leave,withdraw,0,Noun/Concept Synonyms,Hard Distractor
victor,withdraw,leave,retreat,0,Noun/Concept Synonyms,Random Distractor
tables,corner,page,tide,1,Fill-in-the-Blank,turn the ___
page,tide,figure,tables,0,Fill-in-the-Blank,Hard Distractor
tide,page,tables,moth,0,Fill-in-the-Blank,Random Distractor
munster,pickles,griffin,partridge,1,Trivia/Pop Culture,tv comedy families
bong,griffin,munster,partridge,0,Trivia/Pop Culture,Hard Distractor
griffin,partridge,munster,reap,0,Trivia/Pop Culture,Random Distractor
color,brightness,contrast,tint,1,Trivia/Pop Culture,tv display settings
brightness,grouch,tint,color,0,Trivia/Pop Culture,Hard Distractor
tint,color,brightness,inland,0,Trivia/Pop Culture,Random Distractor
lasso,smart,rogers,mars,1,Trivia/Pop Culture,tv show title surnames
mars,irons,smart,rogers,0,Trivia/Pop Culture,Hard Distractor
holly,rogers,lasso,mars,0,Trivia/Pop Culture,Random Distractor
flipper,firefly,fleabag,fargo,1,Trivia/Pop Culture,tv shows
fleabag,flipper,fargo,scarecrow,0,Trivia/Pop Culture,Hard Distractor
fleabag,fargo,flipper,infant,0,Trivia/Pop Culture,Random Distractor
24,firefly,bones,weeds,1,Trivia/Pop Culture,tv shows
firefly,bones,24,hook,0,Trivia/Pop Culture,Hard Distractor
bones,upgrades,weeds,24,0,Trivia/Pop Culture,Random Distractor
cheer,scrub,weed,friend,1,Trivia/Pop Culture,tv shows minus “s”
cheer,weed,venom,friend,0,Trivia/Pop Culture,Hard Distractor
scrub,friend,flexible,cheer,0,Trivia/Pop Culture,Random Distractor
euphoria,cheers,glee,felicity,1,Trivia/Pop Culture,tv shows with happy-sounding names
euphoria,cheers,fleabag,felicity,0,Trivia/Pop Culture,Hard Distractor
sprite,euphoria,felicity,cheers,0,Trivia/Pop Culture,Random Distractor
nes,vhs,mtv,alf,1,Trivia/Pop Culture,tv-related abbreviations in the '80s
vhs,tom cruise,mtv,alf,0,Trivia/Pop Culture,Hard Distractor
vhs,mtv,alf,shepherd,0,Trivia/Pop Culture,Random Distractor
wind,spool,wrap,coil,1,Noun/Concept Synonyms,twist around
wind,wrap,city,coil,0,Noun/Concept Synonyms,Hard Distractor
wrap,wind,mad hatter,coil,0,Noun/Concept Synonyms,Random Distractor
stone,often,freight,canine,1,Word Structure/Play,two letters + number
often,stone,canine,triangle,0,Word Structure/Play,Hard Distractor
often,freight,asteroid,canine,0,Word Structure/Play,Random Distractor
lecture,seminar,discussion,lab,1,Members of a Set/Entities,types of academic courses
palm,discussion,seminar,lecture,0,Members of a Set/Entities,Hard Distractor
lecture,discussion,blue,seminar,0,Members of a Set/Entities,Random Distractor
tote,messenger,clutch,satchel,1,Members of a Set/Entities,types of bags
pickle,clutch,messenger,satchel,0,Members of a Set/Entities,Hard Distractor
clutch,passion,messenger,satchel,0,Members of a Set/Entities,Random Distractor
cinderella,david-and-goliath,rags-to-riches,underdog,1,Members of a Set/Entities,types of come-from-behind stories
cinderella,underdog,rags-to-riches,bob,0,Members of a Set/Entities,Hard Distractor
fedora,rags-to-riches,david-and-goliath,cinderella,0,Members of a Set/Entities,Random Distractor
curly,waffle,shoestring,wedge,1,Members of a Set/Entities,types of french fries
wedge,routers,curly,waffle,0,Members of a Set/Entities,Hard Distractor
shoestring,waffle,wedge,appendix,0,Members of a Set/Entities,Random Distractor
sheepshank,bowline,bend,hitch,1,Members of a Set/Entities,types of knots
sheepshank,shadow,hitch,bend,0,Members of a Set/Entities,Hard Distractor
hitch,bend,jewel,bowline,0,Members of a Set/Entities,Random Distractor
tempera,watercolor,oil,acrylic,1,Members of a Set/Entities,types of paint
oil,chapstick,watercolor,tempera,0,Members of a Set/Entities,Hard Distractor
acrylic,oil,watercolor,epic,0,Members of a Set/Entities,Random Distractor
kidney,infinity,kiddie,olympic,1,Members of a Set/Entities,types of pools
olympic,geoduck,infinity,kidney,0,Members of a Set/Entities,Hard Distractor
kiddie,kidney,olympic,houndstooth,0,Members of a Set/Entities,Random Distractor
am,satellite,walkie-talkie,ham,1,Members of a Set/Entities,types of radio
walkie-talkie,am,satellite,hold,0,Members of a Set/Entities,Hard Distractor
satellite,lickety,am,walkie-talkie,0,Members of a Set/Entities,Random Distractor
statement,command,question,exclamation,1,Members of a Set/Entities,types of sentences
exclamation,statement,body,command,0,Members of a Set/Entities,Hard Distractor
statement,question,command,boyfriend,0,Members of a Set/Entities,Random Distractor
ice,slush,crust,powder,1,Members of a Set/Entities,types of snow
powder,crust,chinstrap,slush,0,Members of a Set/Entities,Hard Distractor
ice,space,powder,crust,0,Members of a Set/Entities,Random Distractor
tusk,fang,molar,canine,1,Members of a Set/Entities,types of teeth
fang,polo,tusk,molar,0,Members of a Set/Entities,Hard Distractor
molar,calculator,canine,fang,0,Members of a Set/Entities,Random Distractor
helena,irving,billings,buffalo,1,Members of a Set/Entities,u.s. cities
billings,amp,helena,irving,0,Members of a Set/Entities,Hard Distractor
helena,sharp,billings,irving,0,Members of a Set/Entities,Random Distractor
mobile,buffalo,phoenix,phoenix,1,Members of a Set/Entities,u.s. cities
phoenix,reel,buffalo,phoenix,0,Members of a Set/Entities,Hard Distractor
mobile,phoenix,buffalo,typewriter,0,Members of a Set/Entities,Random Distractor
quarter,penny,nickel,dime,1,Noun/Concept Synonyms,u.s. coins
nickel,wealthy,penny,dime,0,Noun/Concept Synonyms,Hard Distractor
quarter,romp,penny,nickel,0,Noun/Concept Synonyms,Random Distractor
brown,smith,howard,duke,1,Noun/Concept Synonyms,u.s. colleges/universities
brown,smith,duke,cap,0,Noun/Concept Synonyms,Hard Distractor
howard,duke,euro,brown,0,Noun/Concept Synonyms,Random Distractor
colorado,arizona,utah,nevada,1,Members of a Set/Entities,u.s. mountain states
arizona,utah,nevada,carousel,0,Members of a Set/Entities,Hard Distractor
utah,resort,colorado,arizona,0,Members of a Set/Entities,Random Distractor
dick,teddy,cal,abe,1,Members of a Set/Entities,u.s. presidential nicknames
cal,dick,teddy,bloom,0,Members of a Set/Entities,Hard Distractor
teddy,dick,grinch,abe,0,Members of a Set/Entities,Random Distractor
grant,adams,washington,ford,1,Noun/Concept Synonyms,u.s. presidents
option,ford,adams,grant,0,Noun/Concept Synonyms,Hard Distractor
ford,washington,gulch,adams,0,Noun/Concept Synonyms,Random Distractor
pa,or,hi,ma,1,Noun/Concept Synonyms,u.s. state abbreviations
hi,or,ma,wombat,0,Noun/Concept Synonyms,Hard Distractor
hi,dew,pa,or,0,Noun/Concept Synonyms,Random Distractor
ark,ala,miss,ore,1,Idioms & Slang,"u.s. state abbreviations, per ap style guide"
ala,ore,ark,drop,0,Idioms & Slang,Hard Distractor
ark,comedian,ore,miss,0,Idioms & Slang,Random Distractor
frontier,american,spirit,united,1,Noun/Concept Synonyms,u.s.-based airlines
american,deputy,frontier,spirit,0,Noun/Concept Synonyms,Hard Distractor
frontier,united,check,american,0,Noun/Concept Synonyms,Random Distractor
stable,steady,even,level,1,Action/Verb Synonyms,unchanging
tear,stable,even,level,0,Action/Verb Synonyms,Hard Distractor
level,outside,stable,steady,0,Action/Verb Synonyms,Random Distractor
project,enterprise,endeavor,venture,1,Action/Verb Synonyms,undertaking
project,enterprise,create,venture,0,Action/Verb Synonyms,Hard Distractor
project,pox,venture,endeavor,0,Action/Verb Synonyms,Random Distractor
boxer,drawer,short,brief,1,Noun/Concept Synonyms,underwear in the singular
short,boxer,rib,drawer,0,Noun/Concept Synonyms,Hard Distractor
vigor,short,brief,boxer,0,Noun/Concept Synonyms,Random Distractor
dull,vanilla,boring,mundane,1,Action/Verb Synonyms,unexciting
mundane,dull,boring,cascade,0,Action/Verb Synonyms,Hard Distractor
dull,boring,mundane,neo,0,Action/Verb Synonyms,Random Distractor
constant,level,uniform,stable,1,Action/Verb Synonyms,unfluctuating
stable,uniform,constant,garnish,0,Action/Verb Synonyms,Hard Distractor
level,uniform,finger roll,constant,0,Action/Verb Synonyms,Random Distractor
abandon,unrestraint,freedom,spontaneity,1,Noun/Concept Synonyms,uninhibitedness
spontaneity,freedom,abandon,queen,0,Noun/Concept Synonyms,Hard Distractor
jackknife,spontaneity,abandon,unrestraint,0,Noun/Concept Synonyms,Random Distractor
cal,in,gal,oz,1,Noun/Concept Synonyms,unit abbreviations
in,fake,cal,oz,0,Noun/Concept Synonyms,Hard Distractor
cal,gal,oz,hinge,0,Noun/Concept Synonyms,Random Distractor
roll,loaf,bun,baguette,1,Noun/Concept Synonyms,unit of bread
bun,roll,manner,baguette,0,Noun/Concept Synonyms,Hard Distractor
baguette,regifting,loaf,roll,0,Noun/Concept Synonyms,Random Distractor
letter,paragraph,sentence,word,1,Noun/Concept Synonyms,unit of language
alarm,letter,sentence,paragraph,0,Noun/Concept Synonyms,Hard Distractor
otter,letter,paragraph,sentence,0,Noun/Concept Synonyms,Random Distractor
mole,lux,bar,bel,1,Noun/Concept Synonyms,units
bar,lux,bel,melt,0,Noun/Concept Synonyms,Hard Distractor
mole,racket,lux,bel,0,Noun/Concept Synonyms,Random Distractor
volt,hertz,mole,second,1,Noun/Concept Synonyms,units
volt,hertz,thing,mole,0,Noun/Concept Synonyms,Hard Distractor
hertz,so,second,volt,0,Noun/Concept Synonyms,Random Distractor
foot,verse,meter,line,1,Descriptor/Adjective Synonyms,units in poetry
beyond,meter,foot,line,0,Descriptor/Adjective Synonyms,Hard Distractor
verse,teeter-totter,foot,meter,0,Descriptor/Adjective Synonyms,Random Distractor
six-pack,case,forty,growler,1,Noun/Concept Synonyms,units of beer
forty,case,growler,backside,0,Noun/Concept Synonyms,Hard Distractor
six-pack,chopsticks,forty,case,0,Noun/Concept Synonyms,Random Distractor
foot,mile,yard,inch,1,Noun/Concept Synonyms,units of length
yard,mile,foot,stretch,0,Noun/Concept Synonyms,Hard Distractor
loop,inch,mile,foot,0,Noun/Concept Synonyms,Random Distractor
fathom,foot,yard,league,1,Noun/Concept Synonyms,units of length
yard,league,fathom,wing,0,Noun/Concept Synonyms,Hard Distractor
foot,fathom,yard,blaze,0,Noun/Concept Synonyms,Random Distractor
mile,foot,league,yard,1,Noun/Concept Synonyms,units of length
league,burst,mile,foot,0,Noun/Concept Synonyms,Hard Distractor
tarmac,league,mile,foot,0,Noun/Concept Synonyms,Random Distractor
hertz,second,mole,newton,1,Noun/Concept Synonyms,units of measure
second,mole,touch,newton,0,Noun/Concept Synonyms,Hard Distractor
wine,hertz,mole,second,0,Noun/Concept Synonyms,Random Distractor
ear,head,bulb,stalk,1,Noun/Concept Synonyms,units of vegetables
talon,ear,head,bulb,0,Noun/Concept Synonyms,Hard Distractor
head,ear,involved,bulb,0,Noun/Concept Synonyms,Random Distractor
pint,cup,gallon,quart,1,Noun/Concept Synonyms,units of volume
gallon,quart,tick,cup,0,Noun/Concept Synonyms,Hard Distractor
ella,quart,cup,pint,0,Noun/Concept Synonyms,Random Distractor
quartz,bounce,galleon,pinot,1,Word Structure/Play,units of volume plus letter
kilo,quartz,galleon,pinot,0,Word Structure/Play,Hard Distractor
bloom,quartz,bounce,galleon,0,Word Structure/Play,Random Distractor
blanket,general,sweeping,broad,1,Noun/Concept Synonyms,universal
tank,blanket,broad,general,0,Noun/Concept Synonyms,Hard Distractor
sweeping,broad,centipede,blanket,0,Noun/Concept Synonyms,Random Distractor
brown,howard,rice,duke,1,Noun/Concept Synonyms,universities
brown,howard,inset,rice,0,Noun/Concept Synonyms,Hard Distractor
rewind,brown,rice,duke,0,Noun/Concept Synonyms,Random Distractor
remote,slim,small,outside,1,Noun/Concept Synonyms,"unlikely, as chances"
small,slim,pac,outside,0,Noun/Concept Synonyms,Hard Distractor
outside,small,friend,remote,0,Noun/Concept Synonyms,Random Distractor
awkward,stilted,wooden,stiff,1,Noun/Concept Synonyms,"unnatural, as mannerisms"
stiff,rod,awkward,stilted,0,Noun/Concept Synonyms,Hard Distractor
awkward,stiff,wooden,termite,0,Noun/Concept Synonyms,Random Distractor
draw,wild,reverse,skip,1,Noun/Concept Synonyms,uno cards
wild,mane,draw,skip,0,Noun/Concept Synonyms,Hard Distractor
skip,slam dunk,wild,reverse,0,Noun/Concept Synonyms,Random Distractor
several,na,few,handful,1,Noun/Concept Synonyms,unspecified quantities
several,mode,few,na,0,Noun/Concept Synonyms,Hard Distractor
lice,few,several,handful,0,Noun/Concept Synonyms,Random Distractor
easy,open,game,flexible,1,Noun/Concept Synonyms,up for anything
flexible,lime,game,easy,0,Noun/Concept Synonyms,Hard Distractor
warm,game,open,easy,0,Noun/Concept Synonyms,Random Distractor
willing,amenable,game,down,1,Noun/Concept Synonyms,up for it
amenable,appendix,game,willing,0,Noun/Concept Synonyms,Hard Distractor
down,vast,game,willing,0,Noun/Concept Synonyms,Random Distractor
revise,amend,correct,fix,1,Descriptor/Adjective Synonyms,update for accuracy
mask,fix,amend,revise,0,Descriptor/Adjective Synonyms,Hard Distractor
fix,correct,hyper,revise,0,Descriptor/Adjective Synonyms,Random Distractor
pillar,post,pole,column,1,Noun/Concept Synonyms,upright support
post,column,pole,hold,0,Noun/Concept Synonyms,Hard Distractor
column,zero,pole,pillar,0,Noun/Concept Synonyms,Random Distractor
surge,spike,rise,boom,1,Action/Verb Synonyms,upswing
boom,spike,surge,indict,0,Action/Verb Synonyms,Hard Distractor
spike,getup,surge,rise,0,Action/Verb Synonyms,Random Distractor
milk,comp,orgo,neti,1,Word Structure/Play,url endings plus a letter
comp,heal,neti,milk,0,Word Structure/Play,Hard Distractor
orgo,comp,neti,iguana,0,Word Structure/Play,Random Distractor
cube,dice,slice,julienne,1,Action/Verb Synonyms,use a kitchen knife
cube,slice,julienne,invent,0,Action/Verb Synonyms,Hard Distractor
julienne,catfish,dice,slice,0,Action/Verb Synonyms,Random Distractor
sew,darn,hem,seam,1,Idioms & Slang,use a needle and thread
splash,hem,seam,sew,0,Idioms & Slang,Hard Distractor
seam,pike,hem,sew,0,Idioms & Slang,Random Distractor
laser pointer,projector,clicker,slides,1,Noun/Concept Synonyms,used during a presentation
clicker,open,laser pointer,projector,0,Noun/Concept Synonyms,Hard Distractor
projector,lick,clicker,laser pointer,0,Noun/Concept Synonyms,Random Distractor
